stop,day,time_slot,total,corridor,percentage
Valasaravakkam,Mon,11:00-11:30,87,Vadapalani,0.3753050905804556
Valasaravakkam,Mon,11:00-11:30,87,Broadway,0.6246949094195444
Ramapuram,Sun,16:00-16:30,84,Thiruvanmiyur,1.0
Valasaravakkam,Sat,07:00-07:30,40,Vadapalani,0.6313801144222704
Valasaravakkam,Sat,07:00-07:30,40,Broadway,0.3686198855777297
Valasaravakkam,Thu,12:00-12:30,27,Vadapalani,0.4256657834125994
Valasaravakkam,Thu,12:00-12:30,27,Broadway,0.5743342165874007
Ramapuram,Sun,10:30-11:00,120,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,17:30-18:00,27,Vadapalani,0.19241574316468302
Iyyappanthangal,Tue,17:30-18:00,27,Thiruvanmiyur,0.5055296162455377
Iyyappanthangal,Tue,17:30-18:00,27,Broadway,0.3020546405897792
Valasaravakkam,Mon,17:30-18:00,105,Vadapalani,0.37746820716350704
Valasaravakkam,Mon,17:30-18:00,105,Broadway,0.6225317928364928
Porur,Mon,08:30-09:00,28,Vadapalani,0.547925468799674
Porur,Mon,08:30-09:00,28,Thiruvanmiyur,0.2836253600452659
Porur,Mon,08:30-09:00,28,Broadway,0.16844917115506006
Iyyappanthangal,Wed,21:00-21:30,95,Vadapalani,0.2656313362281741
Iyyappanthangal,Wed,21:00-21:30,95,Thiruvanmiyur,0.5098999029979565
Iyyappanthangal,Wed,21:00-21:30,95,Broadway,0.2244687607738694
Porur,Fri,09:30-10:00,116,Vadapalani,0.5551898657657082
Porur,Fri,09:30-10:00,116,Thiruvanmiyur,0.26960340270241423
Porur,Fri,09:30-10:00,116,Broadway,0.1752067315318776
Ramapuram,Fri,10:00-10:30,100,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,18:00-18:30,37,Vadapalani,0.17297648787281497
Iyyappanthangal,Tue,18:00-18:30,37,Thiruvanmiyur,0.5101135680814936
Iyyappanthangal,Tue,18:00-18:30,37,Broadway,0.31690994404569134
Ramapuram,Thu,11:00-11:30,115,Thiruvanmiyur,1.0
Valasaravakkam,Wed,21:00-21:30,91,Vadapalani,0.37125070540281496
Valasaravakkam,Wed,21:00-21:30,91,Broadway,0.6287492945971851
Ramapuram,Tue,18:30-19:00,75,Thiruvanmiyur,1.0
Ramapuram,Wed,17:00-17:30,111,Thiruvanmiyur,1.0
Ramapuram,Wed,10:30-11:00,113,Thiruvanmiyur,1.0
Valasaravakkam,Wed,16:30-17:00,65,Vadapalani,0.3489349291105624
Valasaravakkam,Wed,16:30-17:00,65,Broadway,0.6510650708894375
Valasaravakkam,Thu,21:30-22:00,98,Vadapalani,0.3875789508148431
Valasaravakkam,Thu,21:30-22:00,98,Broadway,0.6124210491851568
Ramapuram,Wed,07:30-08:00,96,Thiruvanmiyur,1.0
Iyyappanthangal,Sat,06:00-06:30,65,Vadapalani,0.6394675911754928
Iyyappanthangal,Sat,06:00-06:30,65,Thiruvanmiyur,0.30611669837310695
Iyyappanthangal,Sat,06:00-06:30,65,Broadway,0.05441571045140039
Ramapuram,Tue,12:30-13:00,53,Thiruvanmiyur,1.0
Ramapuram,Thu,20:00-20:30,97,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,11:30-12:00,117,Vadapalani,0.2999345421160372
Iyyappanthangal,Tue,11:30-12:00,117,Thiruvanmiyur,0.3586157875099512
Iyyappanthangal,Tue,11:30-12:00,117,Broadway,0.3414496703740116
Porur,Tue,15:30-16:00,44,Vadapalani,0.3554664076213415
Porur,Tue,15:30-16:00,44,Thiruvanmiyur,0.4049511238407959
Porur,Tue,15:30-16:00,44,Broadway,0.2395824685378626
Porur,Sat,19:00-19:30,90,Vadapalani,0.23517633111028602
Porur,Sat,19:00-19:30,90,Thiruvanmiyur,0.5340346987046823
Porur,Sat,19:00-19:30,90,Broadway,0.23078897018503158
Porur,Mon,18:00-18:30,113,Vadapalani,0.3091797731299841
Porur,Mon,18:00-18:30,113,Thiruvanmiyur,0.48633156903730235
Porur,Mon,18:00-18:30,113,Broadway,0.20448865783271344
Iyyappanthangal,Sun,14:30-15:00,115,Vadapalani,0.35759335750493393
Iyyappanthangal,Sun,14:30-15:00,115,Thiruvanmiyur,0.38157818072841926
Iyyappanthangal,Sun,14:30-15:00,115,Broadway,0.260828461766647
Ramapuram,Sun,08:00-08:30,95,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,21:30-22:00,119,Vadapalani,0.15186184071759062
Iyyappanthangal,Tue,21:30-22:00,119,Thiruvanmiyur,0.6041537476511571
Iyyappanthangal,Tue,21:30-22:00,119,Broadway,0.24398441163125217
Valasaravakkam,Mon,06:30-07:00,73,Vadapalani,0.7202461463782928
Valasaravakkam,Mon,06:30-07:00,73,Broadway,0.2797538536217072
Porur,Tue,06:30-07:00,102,Vadapalani,0.5248716481501257
Porur,Tue,06:30-07:00,102,Thiruvanmiyur,0.2764594443445426
Porur,Tue,06:30-07:00,102,Broadway,0.1986689075053318
Valasaravakkam,Tue,20:30-21:00,103,Vadapalani,0.217298813140933
Valasaravakkam,Tue,20:30-21:00,103,Broadway,0.7827011868590671
Ramapuram,Tue,14:00-14:30,76,Thiruvanmiyur,1.0
Ramapuram,Sun,13:00-13:30,79,Thiruvanmiyur,1.0
Ramapuram,Mon,17:30-18:00,24,Thiruvanmiyur,1.0
Valasaravakkam,Mon,15:00-15:30,102,Vadapalani,0.46613361762547756
Valasaravakkam,Mon,15:00-15:30,102,Broadway,0.5338663823745224
Porur,Wed,13:00-13:30,61,Vadapalani,0.2339732039752253
Porur,Wed,13:00-13:30,61,Thiruvanmiyur,0.3636808589776275
Porur,Wed,13:00-13:30,61,Broadway,0.4023459370471473
Ramapuram,Tue,15:00-15:30,46,Thiruvanmiyur,1.0
Ramapuram,Tue,07:00-07:30,105,Thiruvanmiyur,1.0
Ramapuram,Sun,14:30-15:00,118,Thiruvanmiyur,1.0
Ramapuram,Thu,14:00-14:30,85,Thiruvanmiyur,1.0
Valasaravakkam,Thu,20:30-21:00,34,Vadapalani,0.4161910916608317
Valasaravakkam,Thu,20:30-21:00,34,Broadway,0.5838089083391683
Ramapuram,Thu,07:30-08:00,87,Thiruvanmiyur,1.0
Iyyappanthangal,Sun,12:30-13:00,33,Vadapalani,0.362565257812126
Iyyappanthangal,Sun,12:30-13:00,33,Thiruvanmiyur,0.38397651232412794
Iyyappanthangal,Sun,12:30-13:00,33,Broadway,0.25345822986374617
Valasaravakkam,Thu,09:30-10:00,66,Vadapalani,0.8890985237621783
Valasaravakkam,Thu,09:30-10:00,66,Broadway,0.11090147623782162
Ramapuram,Mon,21:30-22:00,113,Thiruvanmiyur,1.0
Valasaravakkam,Sun,09:30-10:00,47,Vadapalani,0.8116035446658865
Valasaravakkam,Sun,09:30-10:00,47,Broadway,0.18839645533411356
Iyyappanthangal,Fri,10:00-10:30,33,Vadapalani,0.27737460150403775
Iyyappanthangal,Fri,10:00-10:30,33,Thiruvanmiyur,0.3920014052669604
Iyyappanthangal,Fri,10:00-10:30,33,Broadway,0.33062399322900177
Valasaravakkam,Mon,20:30-21:00,40,Vadapalani,0.4532453074081615
Valasaravakkam,Mon,20:30-21:00,40,Broadway,0.5467546925918384
Iyyappanthangal,Thu,15:30-16:00,56,Vadapalani,0.3023686928777681
Iyyappanthangal,Thu,15:30-16:00,56,Thiruvanmiyur,0.3251585751120225
Iyyappanthangal,Thu,15:30-16:00,56,Broadway,0.3724727320102093
Iyyappanthangal,Thu,06:00-06:30,31,Vadapalani,0.6737627766124921
Iyyappanthangal,Thu,06:00-06:30,31,Thiruvanmiyur,0.19990930496792686
Iyyappanthangal,Thu,06:00-06:30,31,Broadway,0.12632791841958105
Valasaravakkam,Fri,13:00-13:30,93,Vadapalani,0.31092978517812325
Valasaravakkam,Fri,13:00-13:30,93,Broadway,0.6890702148218766
Porur,Mon,18:30-19:00,77,Vadapalani,0.3443624647883502
Porur,Mon,18:30-19:00,77,Thiruvanmiyur,0.40945416511463956
Porur,Mon,18:30-19:00,77,Broadway,0.24618337009701025
Iyyappanthangal,Sat,13:00-13:30,118,Vadapalani,0.3021695869019821
Iyyappanthangal,Sat,13:00-13:30,118,Thiruvanmiyur,0.41106550217335314
Iyyappanthangal,Sat,13:00-13:30,118,Broadway,0.2867649109246647
Iyyappanthangal,Wed,15:30-16:00,109,Vadapalani,0.25681015791309414
Iyyappanthangal,Wed,15:30-16:00,109,Thiruvanmiyur,0.4575415264049918
Iyyappanthangal,Wed,15:30-16:00,109,Broadway,0.2856483156819141
Iyyappanthangal,Mon,14:00-14:30,117,Vadapalani,0.24731971535721048
Iyyappanthangal,Mon,14:00-14:30,117,Thiruvanmiyur,0.4712954745551785
Iyyappanthangal,Mon,14:00-14:30,117,Broadway,0.281384810087611
Ramapuram,Thu,11:30-12:00,22,Thiruvanmiyur,1.0
Ramapuram,Thu,15:30-16:00,120,Thiruvanmiyur,1.0
Porur,Fri,16:00-16:30,36,Vadapalani,0.21897396532862023
Porur,Fri,16:00-16:30,36,Thiruvanmiyur,0.5123396071437651
Porur,Fri,16:00-16:30,36,Broadway,0.26868642752761457
Ramapuram,Fri,07:00-07:30,82,Thiruvanmiyur,1.0
Iyyappanthangal,Sat,19:30-20:00,113,Vadapalani,0.24604659599135922
Iyyappanthangal,Sat,19:30-20:00,113,Thiruvanmiyur,0.47964470721058045
Iyyappanthangal,Sat,19:30-20:00,113,Broadway,0.2743086967980604
Porur,Sat,11:00-11:30,80,Vadapalani,0.36942075467295943
Porur,Sat,11:00-11:30,80,Thiruvanmiyur,0.3710758710364164
Porur,Sat,11:00-11:30,80,Broadway,0.25950337429062403
Porur,Sun,17:30-18:00,48,Vadapalani,0.29115464838531036
Porur,Sun,17:30-18:00,48,Thiruvanmiyur,0.5714093266755251
Porur,Sun,17:30-18:00,48,Broadway,0.13743602493916454
Ramapuram,Mon,11:00-11:30,75,Thiruvanmiyur,1.0
Valasaravakkam,Fri,18:00-18:30,69,Vadapalani,0.3068623005225026
Valasaravakkam,Fri,18:00-18:30,69,Broadway,0.6931376994774975
Porur,Mon,10:30-11:00,99,Vadapalani,0.30401920257510207
Porur,Mon,10:30-11:00,99,Thiruvanmiyur,0.3851653938831494
Porur,Mon,10:30-11:00,99,Broadway,0.3108154035417485
Valasaravakkam,Thu,07:00-07:30,58,Vadapalani,0.7335500631230343
Valasaravakkam,Thu,07:00-07:30,58,Broadway,0.2664499368769657
Iyyappanthangal,Fri,12:00-12:30,26,Vadapalani,0.31604274537583177
Iyyappanthangal,Fri,12:00-12:30,26,Thiruvanmiyur,0.4317885943154686
Iyyappanthangal,Fri,12:00-12:30,26,Broadway,0.25216866030869967
Porur,Sat,14:30-15:00,63,Vadapalani,0.34098180537871614
Porur,Sat,14:30-15:00,63,Thiruvanmiyur,0.40582408593684005
Porur,Sat,14:30-15:00,63,Broadway,0.25319410868444375
Iyyappanthangal,Mon,08:00-08:30,78,Vadapalani,0.5981868064621305
Iyyappanthangal,Mon,08:00-08:30,78,Thiruvanmiyur,0.26444437832867673
Iyyappanthangal,Mon,08:00-08:30,78,Broadway,0.1373688152091928
Iyyappanthangal,Fri,07:00-07:30,59,Vadapalani,0.5950256017320894
Iyyappanthangal,Fri,07:00-07:30,59,Thiruvanmiyur,0.24523643333943046
Iyyappanthangal,Fri,07:00-07:30,59,Broadway,0.1597379649284801
Porur,Sat,12:00-12:30,110,Vadapalani,0.22354368748942563
Porur,Sat,12:00-12:30,110,Thiruvanmiyur,0.5132512642109827
Porur,Sat,12:00-12:30,110,Broadway,0.26320504829959174
Iyyappanthangal,Sat,08:00-08:30,34,Vadapalani,0.6332185968778409
Iyyappanthangal,Sat,08:00-08:30,34,Thiruvanmiyur,0.2549185345967248
Iyyappanthangal,Sat,08:00-08:30,34,Broadway,0.11186286852543428
Ramapuram,Thu,16:00-16:30,65,Thiruvanmiyur,1.0
Iyyappanthangal,Thu,07:30-08:00,82,Vadapalani,0.5317275764521172
Iyyappanthangal,Thu,07:30-08:00,82,Thiruvanmiyur,0.3259401801741822
Iyyappanthangal,Thu,07:30-08:00,82,Broadway,0.1423322433737005
Ramapuram,Fri,11:00-11:30,113,Thiruvanmiyur,1.0
Porur,Tue,12:30-13:00,31,Vadapalani,0.2827931341496289
Porur,Tue,12:30-13:00,31,Thiruvanmiyur,0.36958871311138075
Porur,Tue,12:30-13:00,31,Broadway,0.3476181527389905
Ramapuram,Fri,16:30-17:00,47,Thiruvanmiyur,1.0
Ramapuram,Wed,14:00-14:30,48,Thiruvanmiyur,1.0
Porur,Sat,16:30-17:00,108,Vadapalani,0.3186390619315161
Porur,Sat,16:30-17:00,108,Thiruvanmiyur,0.4184147908206698
Porur,Sat,16:30-17:00,108,Broadway,0.26294614724781407
Iyyappanthangal,Sun,06:30-07:00,86,Vadapalani,0.6220961190740972
Iyyappanthangal,Sun,06:30-07:00,86,Thiruvanmiyur,0.22792546783139359
Iyyappanthangal,Sun,06:30-07:00,86,Broadway,0.14997841309450918
Iyyappanthangal,Wed,14:30-15:00,82,Vadapalani,0.3085532222095644
Iyyappanthangal,Wed,14:30-15:00,82,Thiruvanmiyur,0.39296733567567177
Iyyappanthangal,Wed,14:30-15:00,82,Broadway,0.2984794421147639
Iyyappanthangal,Sun,20:30-21:00,107,Vadapalani,0.2069866822428942
Iyyappanthangal,Sun,20:30-21:00,107,Thiruvanmiyur,0.48331400372877104
Iyyappanthangal,Sun,20:30-21:00,107,Broadway,0.3096993140283347
Iyyappanthangal,Tue,15:00-15:30,70,Vadapalani,0.29339165701459546
Iyyappanthangal,Tue,15:00-15:30,70,Thiruvanmiyur,0.3818058801113107
Iyyappanthangal,Tue,15:00-15:30,70,Broadway,0.32480246287409387
Ramapuram,Wed,18:00-18:30,107,Thiruvanmiyur,1.0
Valasaravakkam,Wed,15:30-16:00,101,Vadapalani,0.42379568713415694
Valasaravakkam,Wed,15:30-16:00,101,Broadway,0.576204312865843
Iyyappanthangal,Tue,19:30-20:00,28,Vadapalani,0.265437983716685
Iyyappanthangal,Tue,19:30-20:00,28,Thiruvanmiyur,0.5537923287333588
Iyyappanthangal,Tue,19:30-20:00,28,Broadway,0.18076968754995612
Ramapuram,Sat,11:30-12:00,106,Thiruvanmiyur,1.0
Porur,Sun,12:30-13:00,43,Vadapalani,0.3557490854367949
Porur,Sun,12:30-13:00,43,Thiruvanmiyur,0.3434517349263608
Porur,Sun,12:30-13:00,43,Broadway,0.30079917963684427
Ramapuram,Thu,08:00-08:30,74,Thiruvanmiyur,1.0
Valasaravakkam,Fri,09:00-09:30,95,Vadapalani,0.7366159940808246
Valasaravakkam,Fri,09:00-09:30,95,Broadway,0.2633840059191754
Iyyappanthangal,Fri,18:30-19:00,73,Vadapalani,0.33386628554237163
Iyyappanthangal,Fri,18:30-19:00,73,Thiruvanmiyur,0.47515689932290595
Iyyappanthangal,Fri,18:30-19:00,73,Broadway,0.19097681513472237
Valasaravakkam,Sat,07:30-08:00,120,Vadapalani,0.7308797298648783
Valasaravakkam,Sat,07:30-08:00,120,Broadway,0.2691202701351218
Iyyappanthangal,Fri,18:00-18:30,109,Vadapalani,0.33153250362019254
Iyyappanthangal,Fri,18:00-18:30,109,Thiruvanmiyur,0.47079392941399234
Iyyappanthangal,Fri,18:00-18:30,109,Broadway,0.19767356696581512
Ramapuram,Sat,19:30-20:00,113,Thiruvanmiyur,1.0
Valasaravakkam,Fri,10:30-11:00,41,Vadapalani,0.39323276478454233
Valasaravakkam,Fri,10:30-11:00,41,Broadway,0.6067672352154576
Ramapuram,Sun,06:30-07:00,100,Thiruvanmiyur,1.0
Valasaravakkam,Mon,15:00-15:30,105,Vadapalani,0.4534724153395898
Valasaravakkam,Mon,15:00-15:30,105,Broadway,0.5465275846604103
Porur,Thu,17:30-18:00,100,Vadapalani,0.2398984799039633
Porur,Thu,17:30-18:00,100,Thiruvanmiyur,0.4577797683395777
Porur,Thu,17:30-18:00,100,Broadway,0.3023217517564591
Ramapuram,Sun,11:00-11:30,98,Thiruvanmiyur,1.0
Porur,Sun,15:30-16:00,103,Vadapalani,0.272425065530766
Porur,Sun,15:30-16:00,103,Thiruvanmiyur,0.4381614901373512
Porur,Sun,15:30-16:00,103,Broadway,0.28941344433188276
Porur,Sun,11:30-12:00,114,Vadapalani,0.32923709818784397
Porur,Sun,11:30-12:00,114,Thiruvanmiyur,0.4004162025554561
Porur,Sun,11:30-12:00,114,Broadway,0.2703466992566999
Valasaravakkam,Mon,15:30-16:00,93,Vadapalani,0.32686945621203783
Valasaravakkam,Mon,15:30-16:00,93,Broadway,0.6731305437879622
Valasaravakkam,Wed,17:30-18:00,120,Vadapalani,0.24440992573924228
Valasaravakkam,Wed,17:30-18:00,120,Broadway,0.7555900742607577
Ramapuram,Wed,06:00-06:30,91,Thiruvanmiyur,1.0
Iyyappanthangal,Wed,08:30-09:00,24,Vadapalani,0.5584792766574843
Iyyappanthangal,Wed,08:30-09:00,24,Thiruvanmiyur,0.3190695988164918
Iyyappanthangal,Wed,08:30-09:00,24,Broadway,0.12245112452602387
Porur,Tue,09:00-09:30,21,Vadapalani,0.5388260030248747
Porur,Tue,09:00-09:30,21,Thiruvanmiyur,0.2105146923343426
Porur,Tue,09:00-09:30,21,Broadway,0.25065930464078273
Ramapuram,Mon,19:30-20:00,71,Thiruvanmiyur,1.0
Ramapuram,Sat,08:30-09:00,47,Thiruvanmiyur,1.0
Ramapuram,Sat,09:30-10:00,110,Thiruvanmiyur,1.0
Iyyappanthangal,Sun,20:00-20:30,43,Vadapalani,0.21087435624432163
Iyyappanthangal,Sun,20:00-20:30,43,Thiruvanmiyur,0.45785758727044307
Iyyappanthangal,Sun,20:00-20:30,43,Broadway,0.3312680564852352
Porur,Fri,08:30-09:00,44,Vadapalani,0.5451274058530461
Porur,Fri,08:30-09:00,44,Thiruvanmiyur,0.26053738934874787
Porur,Fri,08:30-09:00,44,Broadway,0.19433520479820612
Iyyappanthangal,Sat,10:00-10:30,105,Vadapalani,0.2688300642783474
Iyyappanthangal,Sat,10:00-10:30,105,Thiruvanmiyur,0.3939781452939711
Iyyappanthangal,Sat,10:00-10:30,105,Broadway,0.3371917904276814
Iyyappanthangal,Sat,15:30-16:00,35,Vadapalani,0.29888568320543973
Iyyappanthangal,Sat,15:30-16:00,35,Thiruvanmiyur,0.43930313924810366
Iyyappanthangal,Sat,15:30-16:00,35,Broadway,0.2618111775464566
Ramapuram,Wed,19:00-19:30,86,Thiruvanmiyur,1.0
Ramapuram,Wed,07:00-07:30,115,Thiruvanmiyur,1.0
Iyyappanthangal,Sat,08:30-09:00,33,Vadapalani,0.5573247466857022
Iyyappanthangal,Sat,08:30-09:00,33,Thiruvanmiyur,0.24743099828210594
Iyyappanthangal,Sat,08:30-09:00,33,Broadway,0.19524425503219198
Iyyappanthangal,Thu,09:30-10:00,26,Vadapalani,0.5289871296302819
Iyyappanthangal,Thu,09:30-10:00,26,Thiruvanmiyur,0.31994747439971466
Iyyappanthangal,Thu,09:30-10:00,26,Broadway,0.15106539597000343
Iyyappanthangal,Thu,17:00-17:30,79,Vadapalani,0.25983700358060324
Iyyappanthangal,Thu,17:00-17:30,79,Thiruvanmiyur,0.529178550321843
Iyyappanthangal,Thu,17:00-17:30,79,Broadway,0.2109844460975536
Iyyappanthangal,Fri,09:30-10:00,36,Vadapalani,0.5998564955346251
Iyyappanthangal,Fri,09:30-10:00,36,Thiruvanmiyur,0.2861362410855662
Iyyappanthangal,Fri,09:30-10:00,36,Broadway,0.1140072633798088
Iyyappanthangal,Sun,20:30-21:00,63,Vadapalani,0.2641376845132568
Iyyappanthangal,Sun,20:30-21:00,63,Thiruvanmiyur,0.5164016623054749
Iyyappanthangal,Sun,20:30-21:00,63,Broadway,0.2194606531812684
Ramapuram,Mon,15:30-16:00,81,Thiruvanmiyur,1.0
Ramapuram,Sun,19:00-19:30,72,Thiruvanmiyur,1.0
Iyyappanthangal,Fri,08:30-09:00,102,Vadapalani,0.6473080143078246
Iyyappanthangal,Fri,08:30-09:00,102,Thiruvanmiyur,0.2623418483987416
Iyyappanthangal,Fri,08:30-09:00,102,Broadway,0.09035013729343372
Iyyappanthangal,Fri,14:30-15:00,74,Vadapalani,0.27593593016206647
Iyyappanthangal,Fri,14:30-15:00,74,Thiruvanmiyur,0.4018284545954047
Iyyappanthangal,Fri,14:30-15:00,74,Broadway,0.3222356152425288
Porur,Mon,15:00-15:30,30,Vadapalani,0.3094544011791254
Porur,Mon,15:00-15:30,30,Thiruvanmiyur,0.37652937901359695
Porur,Mon,15:00-15:30,30,Broadway,0.31401621980727773
Ramapuram,Sun,13:30-14:00,90,Thiruvanmiyur,1.0
Ramapuram,Sat,11:00-11:30,102,Thiruvanmiyur,1.0
Ramapuram,Thu,17:00-17:30,109,Thiruvanmiyur,1.0
Valasaravakkam,Sun,16:00-16:30,24,Vadapalani,0.29746797186428164
Valasaravakkam,Sun,16:00-16:30,24,Broadway,0.7025320281357185
Valasaravakkam,Fri,20:30-21:00,53,Vadapalani,0.36885622790808065
Valasaravakkam,Fri,20:30-21:00,53,Broadway,0.6311437720919194
Porur,Thu,19:00-19:30,106,Vadapalani,0.3189190947850175
Porur,Thu,19:00-19:30,106,Thiruvanmiyur,0.4427147259552422
Porur,Thu,19:00-19:30,106,Broadway,0.2383661792597403
Ramapuram,Mon,19:00-19:30,103,Thiruvanmiyur,1.0
Valasaravakkam,Wed,21:30-22:00,104,Vadapalani,0.2852431756628704
Valasaravakkam,Wed,21:30-22:00,104,Broadway,0.7147568243371296
Valasaravakkam,Fri,09:30-10:00,99,Vadapalani,0.7328014954856346
Valasaravakkam,Fri,09:30-10:00,99,Broadway,0.2671985045143654
Porur,Thu,07:30-08:00,45,Vadapalani,0.6574140343139515
Porur,Thu,07:30-08:00,45,Thiruvanmiyur,0.20714682539220142
Porur,Thu,07:30-08:00,45,Broadway,0.13543914029384704
Valasaravakkam,Fri,15:00-15:30,116,Vadapalani,0.49688629421820046
Valasaravakkam,Fri,15:00-15:30,116,Broadway,0.5031137057817996
Ramapuram,Thu,17:30-18:00,108,Thiruvanmiyur,1.0
Ramapuram,Mon,15:00-15:30,65,Thiruvanmiyur,1.0
Iyyappanthangal,Fri,12:00-12:30,94,Vadapalani,0.2683897506708462
Iyyappanthangal,Fri,12:00-12:30,94,Thiruvanmiyur,0.3807070984390374
Iyyappanthangal,Fri,12:00-12:30,94,Broadway,0.3509031508901163
Ramapuram,Sat,09:30-10:00,68,Thiruvanmiyur,1.0
Iyyappanthangal,Fri,20:30-21:00,43,Vadapalani,0.2881109402152459
Iyyappanthangal,Fri,20:30-21:00,43,Thiruvanmiyur,0.5120321612661844
Iyyappanthangal,Fri,20:30-21:00,43,Broadway,0.19985689851856964
Valasaravakkam,Fri,20:30-21:00,82,Vadapalani,0.2688615958051565
Valasaravakkam,Fri,20:30-21:00,82,Broadway,0.7311384041948434
Valasaravakkam,Sat,14:00-14:30,23,Vadapalani,0.49759022190070096
Valasaravakkam,Sat,14:00-14:30,23,Broadway,0.5024097780992991
Porur,Fri,17:30-18:00,26,Vadapalani,0.28410138121943845
Porur,Fri,17:30-18:00,26,Thiruvanmiyur,0.5525469940427347
Porur,Fri,17:30-18:00,26,Broadway,0.16335162473782677
Valasaravakkam,Wed,12:30-13:00,30,Vadapalani,0.4206092738891421
Valasaravakkam,Wed,12:30-13:00,30,Broadway,0.579390726110858
Ramapuram,Wed,20:00-20:30,57,Thiruvanmiyur,1.0
Porur,Tue,10:00-10:30,23,Vadapalani,0.3110191334945637
Porur,Tue,10:00-10:30,23,Thiruvanmiyur,0.36742632098074085
Porur,Tue,10:00-10:30,23,Broadway,0.3215545455246954
Ramapuram,Tue,15:00-15:30,87,Thiruvanmiyur,1.0
Porur,Fri,16:30-17:00,60,Vadapalani,0.20993507999632996
Porur,Fri,16:30-17:00,60,Thiruvanmiyur,0.5593198885364683
Porur,Fri,16:30-17:00,60,Broadway,0.23074503146720168
Iyyappanthangal,Sun,15:30-16:00,24,Vadapalani,0.2892715794744797
Iyyappanthangal,Sun,15:30-16:00,24,Thiruvanmiyur,0.37532743257653073
Iyyappanthangal,Sun,15:30-16:00,24,Broadway,0.3354009879489896
Porur,Thu,07:30-08:00,56,Vadapalani,0.4834226584939626
Porur,Thu,07:30-08:00,56,Thiruvanmiyur,0.3204122982311479
Porur,Thu,07:30-08:00,56,Broadway,0.1961650432748896
Ramapuram,Sat,07:30-08:00,63,Thiruvanmiyur,1.0
Iyyappanthangal,Wed,08:00-08:30,24,Vadapalani,0.5094052990835582
Iyyappanthangal,Wed,08:00-08:30,24,Thiruvanmiyur,0.3291445100685124
Iyyappanthangal,Wed,08:00-08:30,24,Broadway,0.1614501908479293
Iyyappanthangal,Mon,08:00-08:30,80,Vadapalani,0.5721666958227047
Iyyappanthangal,Mon,08:00-08:30,80,Thiruvanmiyur,0.2706906643417676
Iyyappanthangal,Mon,08:00-08:30,80,Broadway,0.15714263983552762
Porur,Fri,18:00-18:30,52,Vadapalani,0.18199489294553955
Porur,Fri,18:00-18:30,52,Thiruvanmiyur,0.530512657447184
Porur,Fri,18:00-18:30,52,Broadway,0.2874924496072764
Iyyappanthangal,Sun,11:30-12:00,28,Vadapalani,0.3281391879524914
Iyyappanthangal,Sun,11:30-12:00,28,Thiruvanmiyur,0.42874289282246064
Iyyappanthangal,Sun,11:30-12:00,28,Broadway,0.24311791922504805
Porur,Sun,08:30-09:00,22,Vadapalani,0.5305334663103037
Porur,Sun,08:30-09:00,22,Thiruvanmiyur,0.30089611697986357
Porur,Sun,08:30-09:00,22,Broadway,0.16857041670983272
Valasaravakkam,Sun,13:00-13:30,90,Vadapalani,0.4370231992517134
Valasaravakkam,Sun,13:00-13:30,90,Broadway,0.5629768007482866
Valasaravakkam,Sat,08:30-09:00,29,Vadapalani,0.6340512768036694
Valasaravakkam,Sat,08:30-09:00,29,Broadway,0.3659487231963306
Ramapuram,Thu,08:30-09:00,90,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,11:30-12:00,53,Vadapalani,0.3031523763680836
Iyyappanthangal,Tue,11:30-12:00,53,Thiruvanmiyur,0.3854712798935298
Iyyappanthangal,Tue,11:30-12:00,53,Broadway,0.3113763437383865
Iyyappanthangal,Sat,15:30-16:00,37,Vadapalani,0.35979697269062483
Iyyappanthangal,Sat,15:30-16:00,37,Thiruvanmiyur,0.32995670965740187
Iyyappanthangal,Sat,15:30-16:00,37,Broadway,0.3102463176519732
Ramapuram,Sat,19:00-19:30,29,Thiruvanmiyur,1.0
Ramapuram,Fri,11:00-11:30,115,Thiruvanmiyur,1.0
Valasaravakkam,Sun,21:00-21:30,56,Vadapalani,0.35416976816727364
Valasaravakkam,Sun,21:00-21:30,56,Broadway,0.6458302318327265
Porur,Wed,07:30-08:00,70,Vadapalani,0.5711587537011859
Porur,Wed,07:30-08:00,70,Thiruvanmiyur,0.3332567888605007
Porur,Wed,07:30-08:00,70,Broadway,0.09558445743831338
Ramapuram,Sun,09:30-10:00,92,Thiruvanmiyur,1.0
Valasaravakkam,Tue,21:00-21:30,95,Vadapalani,0.3810533111121456
Valasaravakkam,Tue,21:00-21:30,95,Broadway,0.6189466888878544
Porur,Wed,21:30-22:00,86,Vadapalani,0.3202963238681124
Porur,Wed,21:30-22:00,86,Thiruvanmiyur,0.49109951274722924
Porur,Wed,21:30-22:00,86,Broadway,0.18860416338465835
Porur,Tue,11:00-11:30,47,Vadapalani,0.36543443152218846
Porur,Tue,11:00-11:30,47,Thiruvanmiyur,0.38040524249175345
Porur,Tue,11:00-11:30,47,Broadway,0.2541603259860581
Iyyappanthangal,Sat,18:00-18:30,43,Vadapalani,0.23831630497424125
Iyyappanthangal,Sat,18:00-18:30,43,Thiruvanmiyur,0.5892464773871682
